id,image
nb-1000473,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/CH-NB_-_Die_Papierm%C3%BChle_bey_dem_Rotzloch_%3D_La_Pap%C3%A9terie_pr%C3%A8s_du_Rotzloch_-Randvignette_unten_links-_-_Collection_Gugelmann_-_GS-GUGE-83-17-9.tif&width=1024
nb-1000474,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/CH-NB_-_Winkelrieds_Capelle%2C_genannt_Drachencapelle%2C_bey_Allenl%C3%BCften_%3D_La_Chapelle_de_Winkelried_%28nomm%C3%A9e_la_chapelle_au_dragon%29_pr%C3%A8s_Allenluften_-Randvignette_unten_Mitte_links-_-_Collection_Gugelmann_-_GS-GUGE-83-17-10.tif&width=1024
nb-1000475,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/CH-NB_-_Stanzstaad_%3D_Stanzstaad_-Randvignette_unten_Mitte-_-_Collection_Gugelmann_-_GS-GUGE-83-17-11.tif&width=1024
nb-1000476,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/CH-NB_-_Die_Wallfahrtscapelle_Ridli_bey_Beckenried_%3D_La_Chapelle_de_p%C3%A9l%C3%A9rinage_du_Ridli_pr%C3%A8s_Beckenried_-Randvignette_unten_Mitte_rechts-_-_Collection_Gugelmann_-_GS-GUGE-83-17-12.tif&width=1024
nb-1000477,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/CH-NB_-_Der_Schiessbach_an_der_Triselten_%3D_La_Cascade_%28Schiessbach%29_de_la_Triselten_-Randvignette_unten_rechts-_-_Collection_Gugelmann_-_GS-GUGE-83-17-13.tif&width=1024
nb-1000537,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/CH-NB_-_Sarnen%2C_von_Forybach_aufgenommen_%3D_Sarnen%2C_prise_depuis_Forybach_-_Collection_Gugelmann_-_GS-GUGE-83-19-1.tif&width=1024
nb-1000548,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/CH-NB_-_Grafiken_Orts-_und_Landschaftsansichten_-_GS-GRAF-ANSI-AG-291.tif&width=1024
nb-1000555,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/CH-NB_-_Das_Grab_v._Niklaus_v.d._Fl%C3%BCe_zu_Sachslen_%3D_Le_tombeau_de_Nicolas_%C3%A0_Sachslen_-_Collection_Gugelmann_-_GS-GUGE-83-19-2.tif&width=1024
nb-1000556,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/CH-NB_-_Die_Kirche_in_Sachslen_%3D_L%27Eglise_%C3%A0_Sachslen_-Randvignette_oben_Mitte_links-_-_Collection_Gugelmann_-_GS-GUGE-83-19-3.tif&width=1024
nb-1000557,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/CH-NB_-_Das_Rathhaus_auf_dem_Platze_in_Sarnen_%3D_La_maison_de_ville_%C3%A0_Sarnen_-Randvignette_oben_Mitte-_-_Collection_Gugelmann_-_GS-GUGE-83-19-4.tif&width=1024
